ticker,company,sector,industry,pe,fwd_pe,eps_qq,sales_qq,insider_trans,inst_trans,short_float,perf_quarter,perf_half,beta,pct_from_52w_high,recom,avg_volume,rel_volume,price,earnings,target_price,market_cap,data_confidence,momentum_20d,momentum_5d,volume_ratio,rs_vs_iwm,bb_width,above_sma20,pct_vs_sma20,above_sma50,pct_vs_sma50,atr_pct,last_range_pct,low_vol,near_high,vol_5_50,breakout_session,breakout_move_pct,earnings_sessions_ago,post_earnings_move_pct,latest_price,avg_dollar_volume,gate_fail,review_flag,target_upside,rank_low_vol,rank_near_high,rank_squeeze,rank_vol_5_50,rank_vol_ratio,rank_vs_sma50,mom_rank,composite_score,composite_legacy,composite_dedup
CHEF,Chefs' Warehouse Inc,Consumer Defensive,Food Distribution,52.71,36.04,55.46,12.920000000000002,-6.52,-1.21,13.64,16.19,84.72,1.45,-5.78,1.44,648060.0,1.55,110.85,Jul 29/b,120.33,4520000000.0,HIGH,0.22,-1.76,1.41,5.51,0.083,False,-0.69,True,3.42,3.733,1.723,-2.3956,-5.78,0.988,13.0,-1.44,37.0,10.65,110.85,79397148.0,,,8.6,0.5952380952380952,0.9429824561403509,0.900375939849624,0.2901002506265664,0.2606516290726817,0.8126566416040101,0.8220551378446115,0.6337,0.6771,0.4897
IMMR,Immersion Corp,Technology,Software - Application,21.61,,705.96,0.8100000000000002,-7.44,13.29,8.28,7.93,18.78,0.99,-10.43,2.0,578170.0,1.1,7.21,Sep 14/b,13.5,239420000.0,HIGH,-3.99,0.0,1.64,1.3,0.1038,False,-3.65,False,-1.52,3.17,3.883,-2.1999,-10.43,1.126,16.0,-6.24,5.0,0.0,7.21,2886935.0,,,87.2,0.6591478696741855,0.8157894736842105,0.8201754385964912,0.45112781954887216,0.38721804511278196,0.6666666666666666,0.649749373433584,0.6334,0.6221,0.541
OPLN,Openlane Inc,Consumer Cyclical,Auto & Truck Dealerships,,19.8,108.57999999999998,15.130000000000003,-45.65,6.4,2.68,-9.98,26.13,1.28,-20.12,1.67,1220000.0,2.1,34.27,Aug 04/b,46.22,4210000000.0,HIGH,2.6,-3.41,2.22,7.89,0.0649,False,-1.65,False,-7.2,2.451,1.226,-1.4925,-20.12,1.066,,,33.0,-14.43,34.27,40178146.0,,,34.9,0.8640350877192983,0.5338345864661654,0.9461152882205514,0.37593984962406013,0.6309523809523809,0.4423558897243108,0.8703007518796992,0.6322,0.8212,0.5783
XMAX,XMax Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",20.03,,2619.43,7.06,,19.38,14.46,5.59,30.680000000000003,1.23,-7.55,,908080.0,0.83,8.69,-,,560710000.0,HIGH,0.93,-1.59,1.33,6.22,0.0961,False,-1.16,False,-0.89,2.088,1.611,-1.6571,-7.55,0.988,29.0,-4.4,,,8.69,4936536.0,,,,0.8220551378446115,0.9022556390977443,0.8571428571428572,0.2901002506265664,0.21804511278195488,0.6954887218045113,0.8345864661654135,0.6308,0.6564,0.5064
SHOO,Steven Madden Ltd,Consumer Cyclical,Footwear & Accessories,21.11,15.16,168.98,19.12,-2.81,-3.06,5.45,-4.71,26.839999999999996,1.19,-15.27,1.58,1080000.0,2.29,42.11,Jul 30/b,52.4,3080000000.0,HIGH,-8.62,-0.54,2.39,-3.33,0.1511,False,-2.46,False,-5.52,3.711,2.019,-2.2645,-15.27,1.353,33.0,-11.68,36.0,-2.97,42.11,44150358.0,,,24.4,0.6365914786967418,0.6622807017543859,0.6083959899749374,0.6829573934837093,0.6885964912280702,0.5043859649122807,0.4548872180451128,0.6305,0.5711,0.6281
GDYN,Grid Dynamics Holdings Inc,Technology,Information Technology Services,221.93,14.41,-43.61,6.99,-0.08,-8.64,7.57,34.1,27.140000000000004,0.96,-25.66,1.33,1920000.0,0.89,7.59,Jul 30/a,9.2,615750000.0,HIGH,-5.12,-7.78,1.7,0.17,0.0783,False,-4.44,True,4.86,3.811,6.851,-2.2663,-9.96,0.806,5.0,-4.89,35.0,10.16,7.59,8022660.0,,,21.2,0.6353383458646616,0.8320802005012531,0.918546365914787,0.13659147869674185,0.41290726817042606,0.8427318295739349,0.5939849624060151,0.6297,0.637,0.5069
ENR,Energizer Holdings Inc,Industrials,Electrical Equipment & Parts,18.19,6.33,-72.92,1.21,12.619999999999997,1.26,12.01,-0.65,26.810000000000002,0.77,-28.449999999999996,3.0,1030000.0,1.84,21.38,Aug 04/b,21.2,1460000000.0,HIGH,-0.42,5.48,1.96,4.87,0.129,True,1.08,True,0.47,3.832,2.83,-2.3143,-8.04,0.986,27.0,-4.47,33.0,1.23,21.38,20533560.0,,,-0.8,0.6190476190476191,0.8878446115288221,0.713032581453634,0.287593984962406,0.5175438596491229,0.7493734335839599,0.7969924812030075,0.6291,0.688,0.5434
UNIT,Uniti Group Inc,Real Estate,REIT - Specialty,3.54,,-809.52,202.5,0.0,-1.33,10.07,-18.81,19.32,1.41,-26.96,2.78,2270000.0,1.82,9.45,Jul 30/b,10.84,2290000000.0,HIGH,-5.22,-2.78,2.18,0.07,0.0909,False,-4.77,False,-6.76,3.299,3.122,-1.7698,-18.87,1.156,,,36.0,1.72,9.45,18690614.0,,,14.7,0.7882205513784462,0.5607769423558897,0.8790726817042607,0.4824561403508772,0.6040100250626567,0.4573934837092732,0.5914786967418546,0.6287,0.6815,0.583
COLD,Americold Realty Trust Inc,Real Estate,REIT - Industrial,,124.07,-22229.63,1.87,-0.08,-7.17,9.3,2.42,25.2,0.93,-14.63,2.59,3980000.0,1.84,14.41,Aug 06/b,16.38,4110000000.0000005,HIGH,-5.51,-3.74,1.91,-0.22,0.1324,False,-1.94,False,-2.7,3.655,3.678,-2.163,-14.63,1.233,18.0,-4.63,31.0,2.71,14.41,56418062.0,,,13.7,0.6716791979949874,0.6917293233082706,0.6929824561403508,0.5808270676691729,0.5018796992481203,0.6278195488721805,0.5833333333333334,0.6278,0.5918,0.5956
CCC,CCC Intelligent Solutions Holdings Inc,Technology,Software - Application,92.91,12.51,81.12,9.78,-0.02,0.95,9.42,48.53,7.200000000000001,0.47,-33.37,1.69,10450000.0,2.41,6.55,Jul 30/b,8.75,3860000000.0,HIGH,-12.2,-3.11,2.39,-6.91,0.2208,False,-7.66,False,-2.06,4.876,2.824,-2.6964,-14.71,1.645,16.0,-10.27,36.0,8.26,6.55,73475709.0,,,33.6,0.531328320802005,0.6835839598997494,0.3571428571428571,0.843358395989975,0.6885964912280702,0.6516290726817042,0.2857142857142857,0.6259,0.428,0.6787
AMC,AMC Entertainment Holdings Inc,Communication Services,Entertainment,,,-46.3,14.219999999999999,4.9,27.32,4.23,-4.59,162.14,2.01,-15.09,2.33,37770000.0,1.79,2.7,Jul 20/b,2.97,2410000000.0,HIGH,5.88,8.0,2.75,11.17,0.1435,True,4.29,True,8.69,5.688,4.444,-3.2172,-10.89,0.952,2.0,1.5,44.0,39.18,2.7,64020207.0,,,10.0,0.3659147869674185,0.8076441102756893,0.6353383458646616,0.2644110275689223,0.7769423558897243,0.9022556390977443,0.9122807017543859,0.6254,0.7886,0.5774
PBH,Prestige Consumer Healthcare Inc,Healthcare,Drug Manufacturers - Specialty & Generic,12.59,8.76,-35.65,6.480000000000001,-0.32,2.38,9.82,-4.26,-25.120000000000005,0.34,-36.72,1.71,561940.0,3.6,44.97,Aug 06/b,67.25,2130000000.0,HIGH,-12.36,-5.56,3.7,-7.07,0.2114,False,-9.89,False,-10.91,3.602,3.38,-1.8971,-19.68,1.646,32.0,-13.52,31.0,-15.12,44.97,26702884.0,,,49.5,0.7568922305764411,0.5426065162907269,0.38972431077694236,0.8446115288220551,0.9072681704260651,0.3082706766917293,0.2807017543859649,0.6249,0.5014,0.7043
MIAX,Miami International Holdings Inc,Financial,Capital Markets,49.96,20.2,34.81,18.26,-11.65,30.97,7.82,3.03,-0.59,1.69,-32.11,2.14,1670000.0,4.14,38.79,Aug 05/a,51.4,3850000000.0,HIGH,-8.92,-7.13,4.28,-3.63,0.1894,False,-7.45,False,-9.47,4.52,4.615,-2.7522,-18.34,1.818,35.0,-15.67,31.0,-14.67,38.79,66323477.0,,,32.5,0.5100250626566416,0.575187969924812,0.4423558897243107,0.9010025062656641,0.9423558897243107,0.36779448621553884,0.4348370927318296,0.6231,0.5893,0.6803
MLYS,Mineralys Therapeutics Inc,Healthcare,Biotechnology,,,-330.32,,-0.11,12.12,15.39,13.76,20.36,0.65,-41.2,1.22,1110000.0,3.42,28.02,Aug 11/a,48.5,2480000000.0,HIGH,9.24,-3.21,2.87,14.53,0.2552,True,1.51,True,3.3,6.246,2.677,-4.4964,-12.41,1.942,9.0,-0.67,27.0,3.59,28.02,37295442.0,,,73.1,0.14536340852130325,0.7575187969924813,0.2894736842105263,0.9323308270676691,0.8038847117794486,0.8095238095238095,0.9486215538847118,0.623,0.7075,0.6728
ARVN,Arvinas Inc,Healthcare,Biotechnology,51.68,,407.54,1014.7299999999999,-0.79,1.14,8.04,8.08,-25.78,1.8,-42.87,2.31,803880.0,2.21,8.29,Aug 04/b,13.93,542050000.0,HIGH,-11.53,-1.31,2.17,-6.24,0.218,False,-7.5,False,-4.66,3.989,1.93,-2.1793,-14.89,1.756,24.0,-7.58,33.0,2.85,8.29,7164491.0,,,68.0,0.6641604010025063,0.6754385964912281,0.37092731829573933,0.8859649122807017,0.600250626566416,0.5388471177944862,0.31203007518796994,0.6226,0.4162,0.6723
EQPT,Equipmentshare.Com Inc,Industrials,Rental & Leasing Services,232.65,24.91,29.24,26.33,-1.33,6.6000000000000005,13.15,-31.5,-20.71,,-49.21,1.75,2950000.0,3.7,18.03,Aug 12/a,33.2,4580000000.0,HIGH,-2.59,0.67,4.13,2.7,0.1409,False,-0.7,False,-3.39,5.822,4.825,-3.3836,-20.75,1.414,24.0,-12.6,26.0,-12.81,18.03,47831292.0,,,84.1,0.3132832080200501,0.5137844611528822,0.6491228070175439,0.7261904761904762,0.9373433583959899,0.5939849624060151,0.7080200501253133,0.6223,0.7591,0.6427
SBGI,Sinclair Inc,Communication Services,Broadcasting,16.98,,-14.529999999999998,7.139999999999999,-0.29,4.01,8.95,-4.32,-1.28,1.1,-26.85,3.0,516980.0,2.16,13.08,Aug 05/a,18.17,945920000.0,HIGH,-9.23,-9.1,2.6,-3.94,0.1083,False,-6.59,False,-6.78,3.495,4.128,-1.9501,-19.75,1.13,25.0,-8.4,31.0,-5.97,13.08,5977920.0,,,38.9,0.731829573934837,0.5401002506265664,0.8038847117794486,0.4523809523809524,0.7462406015037594,0.45551378446115287,0.42105263157894735,0.6217,0.6335,0.5965
YETI,YETI Holdings Inc,Consumer Cyclical,Leisure,18.37,12.59,53.55,8.52,0.0,-4.48,10.97,-13.8,15.869999999999997,1.68,-21.82,1.78,1490000.0,2.38,42.21,Aug 13/b,54.87,3080000000.0,HIGH,-3.54,3.38,2.09,1.75,0.1082,True,2.36,False,-8.4,3.186,2.985,-1.9005,-21.82,1.403,29.0,-19.14,26.0,-7.17,42.21,70278766.0,,,30.0,0.7543859649122807,0.47117794486215536,0.8057644110275689,0.7192982456140351,0.5770676691729323,0.39786967418546365,0.6666666666666666,0.6209,0.6815,0.6122
RPC,Ridgepost Capital Inc,Financial,Asset Management,32.66,6.76,115.43999999999998,11.29,0.01,-2.72,9.74,-3.44,4.38,0.75,-35.72,1.75,541650.0,2.45,7.87,Aug 05/b,12.75,867590000.0,HIGH,-10.16,-2.24,2.41,-4.87,0.168,False,-5.77,False,-7.49,3.571,2.922,-1.62,-17.25,1.275,34.0,-8.7,32.0,-11.47,7.87,4573288.0,,,62.0,0.8295739348370927,0.5977443609022557,0.5488721804511278,0.6115288220551378,0.6973684210526315,0.4298245614035088,0.37719298245614036,0.6192,0.5247,0.6421
FATE,Fate Therapeutics Inc,Healthcare,Biotechnology,,,12.839999999999998,9.18,-2.39,-1.8900000000000001,7.98,21.05,134.26,2.52,-21.67,1.91,2750000.0,1.52,2.53,Aug 13/b,6.19,303150000.0,HIGH,8.58,8.12,2.89,13.87,0.1309,True,3.71,False,-1.3,5.138,5.138,-2.8588,-21.67,1.223,51.0,-13.65,26.0,0.4,2.53,3578986.0,,,144.7,0.48120300751879697,0.4724310776942356,0.7005012531328321,0.568295739348371,0.8076441102756893,0.6804511278195489,0.9461152882205514,0.6184,0.8309,0.6344
MLKN,MillerKnoll Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",15.62,8.78,140.38,4.41,0.0,-0.62,5.91,25.21,15.42,1.35,-16.39,2.0,733500.0,2.28,20.66,Sep 22/b,35.0,1420000000.0,HIGH,-10.29,-2.82,2.73,-5.0,0.1755,False,-6.62,False,-8.05,3.81,3.582,-1.8412,-16.39,1.276,30.0,-12.75,,,20.66,13425749.0,,,69.4,0.7731829573934837,0.6240601503759399,0.512531328320802,0.6134085213032582,0.7713032581453634,0.4141604010025063,0.37218045112781956,0.6181,0.534,0.643
VCEL,Vericel Corp,Healthcare,Biotechnology,86.59,46.25,483.64000000000004,22.48,-17.46,0.4,9.41,-0.2,22.24,1.03,-18.86,1.25,555820.0,2.03,40.02,Jul 30/b,60.57,2049999999.9999998,HIGH,-6.23,1.06,2.12,-0.94,0.1402,False,-1.01,False,-7.88,3.202,1.599,-1.7767,-18.86,1.378,52.0,-14.76,36.0,-14.16,40.02,21496043.0,,,51.3,0.7857142857142857,0.5626566416040101,0.6510025062656641,0.6992481203007519,0.5877192982456141,0.42105263157894735,0.5369674185463659,0.6179,0.5864,0.6234
HASI,HA Sustainable Infrastructure Capital Inc,Financial,Asset Management,71.54,11.03,21.14,40.97,0.0,3.29,11.0,-5.97,-0.08,1.42,-16.77,1.44,982170.0,2.36,36.73,Aug 06/a,49.33,4720000000.0,HIGH,-6.97,-0.3,2.02,-1.68,0.1419,False,-4.89,False,-5.93,3.006,2.695,-1.5963,-14.68,1.161,28.0,-9.47,30.0,-3.95,36.73,44229526.0,,,34.3,0.8358395989974937,0.6860902255639098,0.6416040100250626,0.4943609022556391,0.5507518796992481,0.49122807017543857,0.5081453634085213,0.6166,0.561,0.593
TIC,TIC Solutions Inc,Industrials,Specialty Business Services,,,-3105.26,86.14,0.0,0.79,14.68,7.6,17.82,2.77,-39.37,1.57,1970000.0,1.72,9.06,Aug 06/b,12.25,1980000000.0,HIGH,-4.73,-3.92,2.19,0.56,0.1093,False,-3.68,True,4.61,4.514,3.201,-2.9864,-16.38,1.083,31.0,10.76,31.0,10.76,9.06,14455363.0,,,35.2,0.424812030075188,0.6259398496240601,0.8020050125313283,0.39285714285714285,0.6083959899749374,0.8358395989974937,0.6152882205513784,0.615,0.6692,0.5655
ANGX,Angel Studios Inc,Communication Services,Entertainment,,,51.96999999999999,,1.6200000000000003,11.99,5.76,64.69,73.36,-0.24,-46.5,1.0,1520000.0,2.48,5.27,Aug 04/a,8.5,984210000.0,HIGH,22.27,-3.83,2.2,27.56,0.3593,True,10.16,True,18.55,6.743,8.539,-4.0668,-8.35,1.825,9.0,15.07,32.0,24.29,5.27,8482128.0,,,61.3,0.19298245614035087,0.8809523809523809,0.11528822055137844,0.9072681704260651,0.6146616541353384,0.9736842105263158,0.9887218045112782,0.6141,0.6145,0.6721
GOLD,Gold.com Inc,Financial,Capital Markets,15.56,9.94,-2.15,99.24,5.68,2.48,17.07,9.9,5.6,0.7,-30.39,1.0,519750.0,2.74,45.46,Sep 02/a,64.4,1330000000.0,HIGH,-1.62,-3.93,1.85,3.67,0.155,False,-1.24,True,4.88,6.167,5.064,-4.031,-9.24,1.388,9.0,-1.45,11.0,9.59,45.46,35115795.0,,,41.7,0.20175438596491227,0.8471177944862155,0.5952380952380952,0.7111528822055138,0.474937343358396,0.8446115288220551,0.7531328320802005,0.6125,0.6223,0.5581
PRVA,Privia Health Group Inc,Healthcare,Health Information Services,92.11,47.58,228.23,21.39,-6.39,2.48,4.6,-16.14,-8.82,0.8,-31.120000000000005,1.16,1230000.0,2.24,19.85,Aug 06/b,31.67,2540000000.0,HIGH,-6.01,-4.93,2.29,-0.72,0.0674,False,-3.82,False,-12.89,2.981,2.035,-1.0607,-31.12,1.291,49.0,-27.79,31.0,-9.77,19.85,24797688.0,,,59.5,0.9423558897243107,0.2706766917293233,0.943609022556391,0.6265664160401002,0.6591478696741855,0.23182957393483708,0.5520050125313283,0.6124,0.7016,0.615
SLG,SL Green Realty Corp,Real Estate,REIT - Office,,,-130.2,5.63,-0.7,-2.6,15.28,3.01,31.35,1.66,-18.09,2.41,976400.0,2.04,52.08,Jul 22/a,58.41,3980000000.0,HIGH,-9.35,0.19,2.49,-4.06,0.2,False,-4.97,False,-3.9,3.23,2.4,-1.8888,-13.33,1.137,19.0,-9.35,41.0,3.91,52.08,43580448.0,,,12.2,0.7593984962406015,0.7324561403508771,0.4235588972431078,0.47117794486215536,0.7174185463659147,0.5676691729323309,0.41228070175438597,0.6119,0.5072,0.6289
AURA,Aura Biosciences Inc,Healthcare,Biotechnology,,,-3.3099999999999996,,-16.19,41.92,9.16,1.58,-2.13,0.41,-32.46,1.0,683870.0,5.52,6.44,Aug 11/b,16.6,667860000.0,HIGH,-17.44,-8.13,4.54,-12.15,0.2314,False,-11.55,False,-11.81,5.407,4.658,-1.9624,-23.02,2.025,23.0,-16.15,28.0,-16.36,6.44,5899255.0,,,157.8,0.7268170426065163,0.44110275689223055,0.33959899749373434,0.9423558897243107,0.9479949874686717,0.2719298245614035,0.14598997493734336,0.6116,0.4447,0.7223
ACHV,Achieve Life Sciences Inc,Healthcare,Biotechnology,,,-118.04999999999998,,-0.06,51.62,23.56,64.54,95.11,2.31,-7.64,1.0,1860000.0,1.52,7.98,Aug 11/b,14.27,821160000.0,HIGH,-0.13,10.37,1.77,5.16,0.2194,True,1.2,True,11.91,5.138,3.634,-3.2124,-7.64,1.303,22.0,6.12,28.0,19.64,7.98,12532493.0,,,78.8,0.36967418546365916,0.899749373433584,0.3621553884711779,0.6416040100250626,0.4473684210526316,0.9373433583959899,0.8020050125313283,0.6096,0.5637,0.599
KN,Knowles Corp,Technology,Electronic Components,45.86,21.98,137.75,14.32,-19.19,0.91,5.04,-14.069999999999999,43.46,1.6,-17.19,1.8,960370.0,1.72,35.55,Jul 23/a,45.0,3040000000.0,HIGH,6.69,2.72,2.12,11.98,0.1109,True,2.19,False,-1.8,3.11,2.644,-2.2667,-15.82,1.033,33.0,-5.15,40.0,-5.4,35.55,27046994.0,,,26.6,0.6340852130325815,0.6397243107769424,0.7926065162907268,0.3433583959899749,0.5877192982456141,0.6597744360902256,0.9197994987468672,0.6095,0.782,0.5562
XNCR,Xencor Inc,Healthcare,Biotechnology,,,30.990000000000002,17.46,-0.77,-0.91,21.31,95.57,103.95999999999998,0.9,-19.24,1.5,1200000.0,4.33,24.72,Aug 05/a,30.75,1840000000.0,HIGH,-11.08,0.77,3.42,-5.79,0.2843,False,-5.83,True,9.07,5.141,3.621,-3.4848,-19.24,1.558,20.0,-8.44,31.0,24.6,24.72,39827880.0,,,24.4,0.2882205513784461,0.5532581453634086,0.21177944862155385,0.8126566416040101,0.8784461152882206,0.9085213032581454,0.3358395989974937,0.6088,0.4614,0.722
TMDX,Transmedics Group Inc,Healthcare,Medical Devices,22.48,37.58,-55.84,20.7,-0.62,-4.99,24.23,9.68,-24.01,1.92,-44.6,1.75,913670.0,1.58,86.42,Aug 04/a,97.3,3000000000.0,HIGH,-8.81,0.65,1.97,-3.52,0.1671,False,-1.75,True,3.88,5.245,3.437,-2.7051,-9.2,1.062,20.0,-4.88,32.0,12.98,86.42,63923473.0,,,12.6,0.5263157894736842,0.8483709273182958,0.5551378446115288,0.37030075187969924,0.5256892230576441,0.8258145363408521,0.4423558897243108,0.6086,0.5012,0.562
BDN,Brandywine Realty Trust,Real Estate,REIT - Office,,,64.61,6.92,0.4,1.87,6.93,-6.15,0.69,1.28,-37.3,3.8,1980000.0,1.98,2.9,Jul 22/a,3.0,507770000.0,HIGH,-4.29,-1.36,2.08,1.0,0.138,False,-4.43,False,-5.67,3.005,4.138,-2.1034,-13.43,1.161,18.0,-8.81,41.0,-5.54,2.9,5711047.0,,,3.4,0.6842105263157895,0.7286967418546366,0.6641604010025063,0.4943609022556391,0.5739348370927319,0.5,0.6403508771929824,0.6076,0.6276,0.5631
NTST,Netstreit Corp,Real Estate,REIT - Retail,129.14,42.31,52.629999999999995,26.8,-0.11,13.44,14.2,-5.36,-7.8100000000000005,0.8,-19.14,1.58,2020000.0,1.68,18.17,Jul 22/a,23.03,1850000000.0,HIGH,-10.71,-6.92,2.94,-5.42,0.1678,False,-8.77,False,-12.29,2.408,1.899,-1.4406,-19.14,1.244,46.0,-14.49,41.0,-15.84,18.17,22581165.0,,,26.7,0.87468671679198,0.5551378446115288,0.5507518796992481,0.5908521303258145,0.8170426065162907,0.25626566416040103,0.3533834586466165,0.6075,0.5517,0.6347
AMBQ,Ambiq Micro Inc,Technology,Semiconductors,,,29.770000000000003,89.68,-11.08,35.04,9.04,-27.65,152.64,5.41,-28.54,1.67,564870.0,5.0,65.46,Aug 11/b,85.67,1580000000.0,HIGH,10.91,9.81,5.15,16.2,0.1733,True,9.7,True,0.36,5.307,4.705,-3.9689,-28.0,1.692,1.0,4.99,28.0,2.41,65.46,33563082.0,,,30.9,0.21052631578947367,0.3308270676691729,0.5219298245614035,0.8671679197994987,0.9649122807017544,0.7456140350877193,0.9636591478696742,0.6068,0.8315,0.6971
FDMT,4D Molecular Therapeutics Inc,Healthcare,Biotechnology,,,-6.2,25106.67,-6.800000000000001,16.37,23.96,57.56,69.49,2.73,-10.1,1.27,938720.0,1.9,15.22,Aug 13/a,28.0,840820000.0,HIGH,-3.85,10.61,2.06,1.44,0.2103,True,4.36,True,19.5,5.898,5.959,-3.2404,-10.1,1.181,25.0,30.64,25.0,30.64,15.22,12748950.0,,,84.0,0.3533834586466165,0.8270676691729323,0.39536340852130325,0.518170426065163,0.5645363408521303,0.9774436090225563,0.6572681704260651,0.606,0.5509,0.6034
HRI,Herc Holdings Inc,Industrials,Rental & Leasing Services,92.13,12.32,148.62,20.16,0.43,0.56,6.66,-12.8,31.180000000000003,2.04,-28.190000000000005,1.67,542000.0,10.38,135.26,Jul 28/b,197.3,4520000000.0,HIGH,-16.45,-3.67,6.93,-11.16,0.2199,False,-7.34,False,-12.11,5.497,4.702,-2.3952,-23.15,2.785,25.0,-19.83,38.0,-8.76,135.26,115028568.0,,,45.9,0.5964912280701754,0.43859649122807015,0.35964912280701755,0.9824561403508771,0.993734335839599,0.2644110275689223,0.17669172932330826,0.6059,0.4767,0.7093
PRGS,Progress Software Corp,Technology,Software - Infrastructure,19.37,6.4,29.14,6.79,-3.4799999999999995,5.63,11.4,35.14,26.05,0.88,-15.329999999999998,1.0,667400.0,2.01,40.11,Sep 30/a,58.5,1650000000.0,HIGH,-9.58,-7.0,2.5,-4.29,0.1719,False,-6.84,False,-4.07,5.034,2.618,-3.1795,-13.48,1.393,14.0,-10.39,,,40.11,23125261.0,,,45.8,0.37719298245614036,0.7243107769423559,0.531328320802005,0.7142857142857143,0.7218045112781954,0.5614035087719298,0.40100250626566414,0.6051,0.5363,0.5937
BFAM,Bright Horizons Family Solutions Inc,Consumer Cyclical,Personal Services,20.77,11.15,-17.28,6.509999999999999,-1.54,-2.29,5.39,2.1,-14.790000000000001,1.17,-41.58,2.27,850630.0,2.81,65.67,Jul 30/a,89.44,3190000000.0,HIGH,-9.89,-1.79,2.76,-4.6,0.2127,False,-6.36,False,-9.86,3.755,2.269,-1.832,-20.91,1.586,39.0,-13.33,35.0,-11.9,65.67,59748798.0,,,36.2,0.7756892230576441,0.5119047619047619,0.3872180451127819,0.8245614035087719,0.7800751879699248,0.3483709273182957,0.38847117794486213,0.6046,0.5056,0.6822
MFIC,MidCap Financial Investment Corp,Financial,Asset Management,,7.23,-209.22,6.860000000000001,0.0,,3.49,-9.16,-17.02,0.67,-27.839999999999996,2.5,534550.0,1.71,9.02,Aug 06/b,10.41,743000000.0,HIGH,-7.58,-0.77,1.88,-2.29,0.1298,False,-4.23,False,-5.96,2.265,4.213,-1.3114,-12.0,0.955,,,31.0,-4.85,9.02,4576297.0,,,15.4,0.8984962406015038,0.768170426065163,0.7080200501253133,0.2656641604010025,0.48872180451127817,0.48872180451127817,0.49122807017543857,0.603,0.5555,0.5354
ORC,Orchid Island Capital Inc,Real Estate,REIT - Mortgage,4.05,5.84,251.29999999999998,95.82,0.0,2.48,10.28,-9.85,-15.410000000000002,1.57,-28.1,3.0,4890000.0,1.43,6.04,Jul 23/a,7.5,1210000000.0,HIGH,-9.85,-3.05,1.48,-4.56,0.1511,False,-6.51,False,-8.05,2.129,1.656,-0.9057,-13.96,1.265,22.0,-9.45,40.0,-7.65,6.04,30285593.0,,,24.2,0.9674185463659147,0.7130325814536341,0.6083959899749374,0.6058897243107769,0.29887218045112784,0.4141604010025063,0.39223057644110276,0.6013,0.4291,0.5716
OLLI,Ollies Bargain Outlet Holdings Inc,Consumer Defensive,Discount Stores,16.95,15.35,42.99,9.09,-5.81,3.58,13.11,-1.39,-25.46,0.43,-45.52,1.47,1930000.0,1.13,75.84,Sep 02/b,99.93,4510000000.0,HIGH,-0.3,-1.53,1.15,4.99,0.0966,True,1.97,True,3.81,5.151,3.613,-3.064,-7.29,1.123,30.0,-2.73,12.0,4.84,75.84,141017149.0,,,31.8,0.40350877192982454,0.9122807017543859,0.8558897243107769,0.44862155388471175,0.15037593984962405,0.8233082706766918,0.7994987468671679,0.599,0.6217,0.4565
ADNT,Adient plc,Consumer Cyclical,Auto Parts,29.57,5.91,-26.6,5.03,-1.81,-2.27,8.45,-14.800000000000002,-10.62,1.6,-35.29,1.69,967870.0,3.38,17.68,Aug 05/b,26.1,1360000000.0,HIGH,-11.64,-5.76,3.44,-6.35,0.1233,False,-6.26,False,-9.8,4.965,4.695,-3.0571,-21.25,1.41,36.0,-18.07,32.0,-13.84,17.68,17746696.0,,,47.6,0.40601503759398494,0.4924812030075188,0.7380952380952381,0.7243107769423559,0.8809523809523809,0.35150375939849626,0.30701754385964913,0.5989,0.6085,0.5907
OII,Oceaneering International Inc,Energy,Oil & Gas Equipment & Services,13.33,19.61,20.2,10.03,-6.08,3.35,6.61,28.37,31.989999999999995,1.25,-14.67,3.0,1080000.0,2.46,46.29,Jul 22/a,46.0,4610000000.0,HIGH,-12.66,-0.58,2.81,-7.37,0.1692,False,-7.13,False,-5.23,4.142,2.765,-2.9715,-14.67,1.265,24.0,-11.32,41.0,2.87,46.29,46733928.0,,,-0.6,0.43358395989974935,0.6879699248120301,0.5463659147869675,0.6058897243107769,0.793859649122807,0.5219298245614035,0.2681704260651629,0.5983,0.5093,0.5888
NRDS,Nerdwallet Inc,Communication Services,Internet Content & Information,10.17,9.22,-38.88,5.56,-10.28,-3.7000000000000006,12.67,8.0,-11.88,1.25,-44.27,2.0,683050.0,1.51,9.05,Aug 06/a,11.8,578500000.0,HIGH,-8.4,-4.74,1.6,-3.11,0.1272,False,-6.37,False,-5.0,2.96,1.713,-1.6399,-12.39,1.08,19.0,-8.4,30.0,2.38,9.05,6227357.0,,,30.4,0.8258145363408521,0.7593984962406015,0.7205513784461153,0.3890977443609023,0.36654135338345867,0.525062656641604,0.4630325814536341,0.5977,0.5113,0.5266
CNXC,Concentrix Corp,Technology,Information Technology Services,,2.41,36.61,1.87,-30.39,2.9,19.81,11.12,-12.689999999999998,0.49,-51.84000000000001,1.83,1750000.0,3.14,27.87,Sep 29/a,33.75,1700000000.0,HIGH,9.72,-4.78,3.62,15.01,0.2964,False,-3.54,True,5.8,7.233,5.095,-4.0989,-17.64,1.662,18.0,7.07,,,27.87,43669783.0,,,21.1,0.18922305764411027,0.5927318295739349,0.1942355889724311,0.8546365914786967,0.8991228070175439,0.8558897243107769,0.9530075187969925,0.5976,0.7092,0.6997
