ticker,company,sector,industry,pe,fwd_pe,eps_qq,sales_qq,insider_trans,inst_trans,short_float,perf_quarter,perf_half,beta,pct_from_52w_high,recom,avg_volume,rel_volume,price,earnings,target_price,market_cap,data_confidence,momentum_20d,momentum_5d,volume_ratio,rs_vs_iwm,bb_width,above_sma20,pct_vs_sma20,above_sma50,pct_vs_sma50,atr_pct,last_range_pct,low_vol,near_high,vol_5_50,breakout_session,breakout_move_pct,earnings_sessions_ago,post_earnings_move_pct,latest_price,avg_dollar_volume,gate_fail,review_flag,target_upside,rank_low_vol,rank_near_high,rank_squeeze,rank_vol_5_50,rank_vol_ratio,rank_vs_sma50,mom_rank,composite_score,composite_legacy,composite_dedup
NVAX,Novavax Inc,Healthcare,Biotechnology,,,-153.98,-76.3,0.0,0.07,31.12,10.73,3.8,2.44,-15.54,2.29,4390000.0,2.54,10.11,Aug 06/b,14.71,1670000000.0,HIGH,13.09,5.42,1.88,18.38,0.2027,True,5.22,True,17.15,6.415,3.858,-3.7008,-5.95,1.326,13.0,7.9,31.0,31.3,10.11,57345641.0,shrinking revenue,,45.5,,,,,,,,,,
NVTS,Navitas Semiconductor Corp,Technology,Semiconductors,,,-284.43,-27.339999999999996,-10.14,13.819999999999999,17.72,-52.410000000000004,24.65,3.96,-66.55,2.86,14950000.0,1.43,11.43,Jul 27/a,14.37,2980000000.0,HIGH,-11.87,4.96,1.77,-6.58,0.235,False,-1.5,False,-5.73,5.764,3.893,-4.1318,-41.59,1.001,25.0,-16.33,38.0,14.19,11.43,140422042.0,shrinking revenue,,25.7,,,,,,,,,,
OCSL,Oaktree Specialty Lending Corp,Financial,Asset Management,25.88,9.11,-19.34,-67.83,0.42,,3.39,7.33,10.94,0.57,-12.78,3.0,520460.00000000006,1.25,12.41,Aug 05/b,12.5,1090000000.0,HIGH,-4.46,-2.36,1.41,0.83,0.0892,False,-3.54,False,-1.01,2.009,2.417,-1.1626,-6.9,0.992,14.0,-4.69,32.0,2.9,12.41,5936176.0,shrinking revenue,,0.7,,,,,,,,,,
OGN,Organon & Co,Healthcare,Drug Manufacturers - General,17.52,3.77,-28.360000000000003,-2.26,0.7,0.09,6.4,1.86,118.17999999999999,1.54,-0.76,3.0,2750000.0,1.8,13.68,Aug 11,14.0,3590000000.0,HIGH,-0.51,0.22,1.54,4.78,0.0152,False,-0.3,True,0.32,0.274,0.146,-0.1705,-0.76,0.922,10.0,-0.65,,,13.68,43933974.0,deal-pinned; shrinking revenue,,2.3,,,,,,,,,,
OGS,ONE Gas Inc,Utilities,Utilities - Regulated Gas,16.23,14.85,39.88,-2.86,0.0,1.83,5.79,-2.05,-12.72,0.62,-17.17,1.7,576150.0,1.91,75.19,Aug 04/a,89.19,4730000000.0,HIGH,-4.62,-2.7,2.07,0.67,0.0897,False,-4.62,False,-5.24,2.025,1.49,-1.2472,-8.73,1.369,23.0,-5.99,32.0,-2.77,75.19,41625803.0,shrinking revenue,,18.6,,,,,,,,,,
OI,O-I Glass Inc,Consumer Cyclical,Packaging & Containers,,4.04,-19384.0,-2.23,1.18,2.26,9.9,-34.24,-41.35,0.67,-64.1,2.3,3310000.0,2.39,6.07,Jul 28/a,9.59,932710000.0,HIGH,-15.46,-5.45,2.4,-10.17,0.268,False,-11.54,False,-19.17,4.589,2.636,-3.6881,-40.08,1.273,55.0,-36.7,37.0,-21.17,6.07,22267568.0,shrinking revenue,,58.0,,,,,,,,,,
OIS,Oil States International Inc,Energy,Oil & Gas Equipment & Services,,11.48,112.45,-5.29,-0.8500000000000001,-0.73,4.3,5.79,-31.290000000000003,1.2,-42.0,1.75,637180.0,1.8,8.41,Jul 30/b,11.0,507310000.0,HIGH,-2.77,0.24,2.23,2.52,0.092,False,-2.27,False,-1.5,3.627,2.378,-2.0212,-8.88,1.067,25.0,-3.56,36.0,10.95,8.41,4410314.0,shrinking revenue,,30.8,,,,,,,,,,
OLED,Universal Display Corp,Technology,Electronic Components,18.95,16.62,-24.92,-11.43,0.28,5.73,9.55,-11.96,-17.91,1.53,-48.95,1.64,772970.0,2.76,78.3,Jul 30/a,114.0,3600000000.0,HIGH,-8.78,2.19,2.48,-3.49,0.1712,False,-4.63,False,-5.86,3.981,2.478,-2.8069,-17.06,1.515,28.0,-13.52,35.0,-2.32,78.3,70364136.0,shrinking revenue,,45.6,,,,,,,,,,
OLN,Olin Corp,Basic Materials,Chemicals,,26.88,-933.63,-0.93,0.0,-2.49,10.18,-23.49,-34.22,1.21,-44.72,2.68,3170000.0,1.24,16.84,Jul 30/a,21.5,1920000000.0,HIGH,-8.48,-0.24,1.41,-3.19,0.0851,False,-2.82,False,-12.45,3.724,2.672,-2.0495,-32.15,0.985,44.0,-23.42,35.0,-9.02,16.84,48384890.0,shrinking revenue,,27.7,,,,,,,,,,
ONT,Onterris Inc,Industrials,Waste Management,,87.91,-90.95,-20.42,1.19,12.75,12.29,5.35,-19.08,1.79,-41.39,2.14,688740.0,1.39,18.11,Aug 05/a,20.33,635980000.0,HIGH,14.11,-3.98,1.75,19.4,0.2145,True,4.9,False,-1.07,4.77,6.378,-3.2057,-22.35,0.868,7.0,1.63,31.0,20.01,18.11,9348603.0,shrinking revenue,,12.3,,,,,,,,,,
OPEN,Opendoor Technologies Inc,Real Estate,Real Estate Services,,,-321.36,-43.65,-0.0,10.27,25.53,-42.73,-50.19,3.74,-75.6,3.0,55150000.0,0.74,2.56,Aug 04/a,4.27,2490000000.0,HIGH,-27.48,-8.24,1.33,-22.19,0.4321,False,-16.15,False,-28.59,5.622,4.297,-2.8395,-53.41,0.809,51.0,-46.56,32.0,-31.91,2.56,91008672.0,shrinking revenue,,66.8,,,,,,,,,,
OPTU,Optimum Communications Inc,Communication Services,Telecom Services,,,-225.51000000000002,-5.75,2.44,-24.22,10.94,-6.09,-18.8,1.17,-61.29,3.54,6280000.0,1.09,1.08,Aug 06/b,1.08,411950000.0,HIGH,27.36,9.31,3.09,32.65,0.243,True,8.55,True,18.49,7.216,7.407,-5.423,-39.33,0.947,18.0,25.58,31.0,37.76,1.08,2214575.0,shrinking revenue,,0.0,,,,,,,,,,
ORBS,Eightco Holdings Inc,Consumer Cyclical,Packaging & Containers,,,111.55999999999999,-72.71,0.77,11.28,7.84,0.97,10.18,2.61,-93.48,,13680000.0,1.29,1.04,-,,446970000.0,HIGH,18.18,8.9,1.26,23.47,0.4558,True,16.38,True,37.45,11.243,11.058,-9.5654,-13.33,0.923,9.0,15.04,,,1.04,12696007.0,shrinking revenue,,,,,,,,,,,,
ORGO,Organogenesis Holdings Inc,Healthcare,Drug Manufacturers - Specialty & Generic,,,-702.49,-56.68,0.0,5.05,20.01,-41.8,-40.83,1.27,-79.94,3.0,803800.0,1.25,1.42,Aug 06/a,2.0,182720000.0,HIGH,-21.11,-5.33,1.44,-15.82,0.3335,False,-11.61,False,-28.76,5.961,5.634,-3.3542,-47.21,0.866,43.0,-46.01,30.0,-23.66,1.42,1112497.0,shrinking revenue,,40.8,,,,,,,,,,
OSS,One Stop Systems Inc,Technology,Computer Hardware,182.09,150.83,-216.2,-33.74,-0.44,6.1,22.95,-50.92,-11.88,1.45,-56.66,1.0,1020000.0,0.72,9.05,Aug 05/b,19.25,225750000.0,HIGH,-20.61,3.78,1.01,-15.32,0.3838,False,-8.4,False,-22.33,5.335,3.867,-3.3285,-52.79,0.823,,,32.0,-31.02,9.05,7125171.0,shrinking revenue,,112.7,,,,,,,,,,
OVID,Ovid Therapeutics Inc,Healthcare,Biotechnology,,,-15.329999999999998,-88.31,0.0,26.839999999999996,11.43,18.5,16.96,0.22,-13.37,1.0,2160000.0,2.73,2.69,Aug 13/b,6.0,525350000.0,HIGH,-3.93,-1.82,3.72,1.36,0.1192,False,-2.45,True,2.69,4.331,3.717,-2.3792,-8.81,1.488,22.0,-5.28,26.0,2.67,2.69,4354720.0,shrinking revenue,,123.0,,,,,,,,,,
OXSQ,Oxford Square Capital Corp,Financial,Asset Management,,5.77,-32.89,-41.87,4.35,,4.34,-5.22,-26.16,0.33,-38.65,3.0,1630000.0,0.74,1.27,Jul 31/b,1.75,136790000.0,HIGH,-9.93,-5.93,0.84,-4.64,0.1065,False,-5.33,False,-10.6,2.925,3.15,-1.232,-21.12,1.172,48.0,-13.61,35.0,-11.81,1.27,1928001.0,shrinking revenue,,37.8,,,,,,,,,,
PAAI,Paradium.AI Inc,Communication Services,Internet Content & Information,7.65,50.0,-100.16000000000001,-50.72,0.0,-2.19,4.66,42.86,-41.18,0.46,-78.96,3.0,933360.0,49.38,1.5,Aug 10/a,2.0,71420000.0,HIGH,64.84,59.57,9.27,70.13,1.9327,True,34.23,True,29.31,29.952,123.333,-63.0852,-56.77,7.665,2.0,66.67,28.0,-6.25,1.5,9852610.0,>20% above 20-day SMA; fresh >10% breakout; shrinking revenue,,33.3,,,,,,,,,,
PACB,Pacific Biosciences of California Inc,Healthcare,Medical Devices,,,-3.08,-1.91,-0.45000000000000007,0.43,17.39,-2.14,-2.14,2.28,-49.82,2.25,6540000.0,0.76,1.37,Aug 05/a,2.16,425840000.0,HIGH,1.48,1.48,0.83,6.77,0.2531,True,0.62,True,1.87,5.37,4.38,-5.9703,-25.54,0.826,18.0,7.03,31.0,17.09,1.37,8151901.0,shrinking revenue,,57.7,,,,,,,,,,
PAL,Proficient Auto Logistics Inc,Industrials,Integrated Freight & Logistics,,7.07,-147.34,-5.32,-0.21,-2.71,12.63,-46.68,-35.22,1.23,-63.45,1.75,521770.0,3.78,4.01,Aug 10/a,12.0,112490000.0,HIGH,-24.77,-18.99,3.01,-19.48,0.2889,False,-19.72,False,-32.94,6.972,6.359,-3.4104,-47.85,2.046,,,28.0,-21.37,4.01,3122734.0,shrinking revenue,,199.3,,,,,,,,,,
PATK,Patrick Industries Inc,Consumer Cyclical,Recreational Vehicles,16.34,13.04,33.27,-0.56,2.11,-0.71,13.95,-21.36,-37.93,1.15,-53.73,1.73,647690.0,2.3,68.71,Jul 30/b,107.55,2210000000.0,HIGH,-17.62,-5.85,2.76,-12.33,0.2907,False,-12.62,False,-17.14,3.884,1.892,-1.6972,-28.57,1.424,30.0,-20.58,36.0,-18.2,68.71,41084693.0,shrinking revenue,,56.5,,,,,,,,,,
PAVS,Paranovus Entertainment Technology Ltd,Consumer Defensive,Packaged Foods,,,26.05,70797.99,0.0,0.0,3.88,-72.68,-98.79,-0.13,-100.0,1.0,1090000.0,0.0,4.07,-,210.0,3540000.0,HIGH,-19.09,-7.71,0.24,-13.8,0.3649,False,-13.91,False,-20.59,7.453,1.474,-4.6319,-59.7,0.01,29.0,-33.82,,,4.07,98425.0,illiquid (<$500K/day),,5059.7,,,,,,,,,,
PAYO,Payoneer Global Inc,Technology,Software - Infrastructure,51.52,23.62,-114.06,5.24,-0.03,1.6200000000000003,5.52,1.5700000000000003,56.7,0.88,-0.7,3.0,4080000.0,1.32,7.13,Aug 06/b,7.72,2420000000.0,HIGH,0.28,-0.14,2.13,5.57,0.0117,True,0.06,True,0.13,0.541,0.421,-0.3236,-0.7,1.138,11.0,0.14,31.0,0.28,7.13,17977758.0,deal-pinned,,8.3,,,,,,,,,,
PBI,Pitney Bowes Inc,Industrials,Integrated Freight & Logistics,13.73,9.25,116.73,-2.25,-68.64,-0.04,12.31,-3.71,65.52,1.64,-11.64,2.6,2000000.0,2.41,16.85,Jul 29/a,19.56,2310000000.0,HIGH,2.25,-2.77,2.75,7.54,0.0645,False,-1.61,False,-3.13,2.849,3.561,-1.4499,-11.64,1.448,46.0,-7.37,36.0,-4.59,16.85,29921295.0,shrinking revenue,,16.1,,,,,,,,,,
PEB,Pebblebrook Hotel Trust,Real Estate,REIT - Hotel & Motel,,,178.49,-0.1,-1.36,-2.04,15.5,-5.35,46.79,1.44,-9.48,3.0,2290000.0,1.89,18.04,Jul 29/a,19.02,2040000000.0,HIGH,-2.38,0.5,2.03,2.91,0.0566,False,-0.2,False,-2.32,3.096,2.051,-1.4952,-9.48,1.06,43.0,-6.58,36.0,-3.58,18.04,38380528.0,shrinking revenue,,5.4,,,,,,,,,,
PETS,Petmed Express Inc,Healthcare,Pharmaceutical Retailers,,,82.78,-19.86,0.36,-8.04,4.41,-8.0,-35.08,0.83,-60.73,5.0,633100.0,0.4,1.61,Aug 13/a,2.15,34900000.0,HIGH,-8.52,-3.59,2.8,-3.23,0.2221,False,-7.95,False,-13.81,3.727,2.484,-1.9647,-31.49,1.424,41.0,-17.86,25.0,-12.02,1.61,156536.0,illiquid (<$500K/day); shrinking revenue,,33.5,,,,,,,,,,
PHIO,Phio Pharmaceuticals Corp,Healthcare,Biotechnology,,,21.14,,4.09,-0.24,2.13,0.0,-12.710000000000003,0.84,-75.42,1.0,615240.0,0.25,1.03,Aug 07/b,14.0,11970000.0,HIGH,-12.71,0.0,0.98,-7.42,0.2441,False,-5.06,False,-3.36,5.014,4.854,-2.4572,-16.94,0.135,22.0,-1.9,30.0,-0.96,1.03,175235.0,illiquid (<$500K/day),,1259.2,,,,,,,,,,
PLAY,Dave & Buster's Entertainment Inc,Communication Services,Entertainment,,,-210.7,-2.39,0.54,2.73,26.13,-43.68,-51.09,1.92,-69.55,2.17,1980000.0,1.58,6.73,Sep 14/a,13.43,234410000.0,HIGH,-34.34,-20.54,1.0,-29.05,0.5428,False,-21.8,False,-29.97,9.548,3.878,-6.121,-45.55,3.617,34.0,-37.92,4.0,-1.9,6.73,24714494.0,shrinking revenue,,99.6,,,,,,,,,,
PLRX,Pliant Therapeutics Inc,Healthcare,Biotechnology,,,48.78,,0.0,-7.000000000000001,5.44,-4.31,-16.54,1.27,-43.08,3.5,503010.0,0.87,1.11,Aug 11/a,1.51,68730000.0,HIGH,-3.9,-3.48,1.11,1.39,0.0982,False,-2.33,True,0.43,4.569,3.604,-3.0064,-9.76,0.956,18.0,-2.63,27.0,7.77,1.11,448903.0,illiquid (<$500K/day),,36.0,,,,,,,,,,
POLA,Polar Power Inc,Industrials,Electrical Equipment & Parts,,,-355.98,-62.36999999999999,0.0,12.82,9.55,-30.17,-31.319999999999997,1.17,-78.26,1.0,1030000.0,0.03,1.25,-,35.0,5390000.0,HIGH,-16.67,-5.3,0.25,-11.38,0.2638,False,-8.46,False,-18.83,5.2,4.0,-2.5214,-47.03,0.045,34.0,-23.31,,,1.25,176639.0,illiquid (<$500K/day); shrinking revenue,,2700.0,,,,,,,,,,
POST,Post Holdings Inc,Consumer Defensive,Packaged Foods,14.06,10.64,-27.889999999999997,-1.83,-5.5,-3.4099999999999997,15.96,-13.390000000000002,-21.39,0.39,-34.71,1.67,955330.0,2.17,76.57,Aug 06/a,105.17,3370000000.0,HIGH,-4.88,-3.53,2.15,0.41,0.1255,False,-5.83,False,-9.11,2.869,1.985,-1.9247,-21.63,1.382,38.0,-16.14,30.0,-2.69,76.57,78056008.0,shrinking revenue,,37.4,,,,,,,,,,
PPLI,People Inc,Communication Services,Internet Content & Information,6.59,32.44,160.9,-25.590000000000003,-0.05,-11.85,15.17,-15.289999999999997,-5.83,1.06,-25.1,1.67,956060.0,1.46,36.19,Aug 03/a,57.36,2690000000.0,HIGH,-5.9,-7.13,1.45,-0.61,0.0923,False,-5.63,False,-11.29,3.043,2.155,-1.6356,-25.1,0.978,55.0,-21.22,33.0,-13.96,36.19,36745519.0,shrinking revenue,,58.5,,,,,,,,,,
PRGO,Perrigo Company plc,Healthcare,Drug Manufacturers - Specialty & Generic,,5.57,977.7999999999998,-3.17,0.0,1.9799999999999998,16.33,32.29,40.52,0.7,-40.13,2.4,3190000.0,2.16,13.56,Aug 05/b,15.33,1880000000.0,HIGH,-4.84,-0.66,2.56,0.45,0.1334,False,-4.28,True,8.26,4.172,3.835,-2.208,-9.6,1.103,10.0,-4.98,32.0,25.79,13.56,38042142.0,shrinking revenue,,13.1,,,,,,,,,,
PRIM,Primoris Services Corp,Industrials,Engineering & Construction,30.35,14.79,-129.13,-10.71,-7.739999999999999,-1.8500000000000003,9.54,-23.86,-46.09,1.44,-62.470000000000006,1.62,1620000.0,1.75,77.13,Aug 04/a,118.27,4150000000.0000005,HIGH,-0.06,3.99,2.28,5.23,0.0958,True,2.76,False,-4.35,3.861,2.891,-2.362,-22.32,1.433,33.0,-12.19,32.0,-7.52,77.13,93501613.0,shrinking revenue,,53.3,,,,,,,,,,
PRKS,United Parks & Resorts Inc,Consumer Cyclical,Leisure,13.45,9.38,-7.21,-1.41,-1.24,-9.85,13.74,-26.69,5.75,1.24,-38.63,2.23,681410.0,3.25,34.19,Aug 04/b,48.45,1550000000.0,HIGH,-24.58,-6.89,3.12,-19.29,0.3277,False,-14.04,False,-20.79,5.008,5.44,-2.5506,-31.62,1.564,55.0,-27.44,33.0,-24.87,34.19,27475939.0,shrinking revenue,,41.7,,,,,,,,,,
PROK,ProKidney Corp,Healthcare,Biotechnology,,,-20.38,-32.13,-0.34,3.06,36.18,4.37,-2.05,1.79,-45.11,2.0,1290000.0,7.3,1.91,Aug 10/a,6.25,577440000.0,HIGH,18.63,5.52,6.05,23.92,0.2296,True,4.63,True,15.0,6.346,9.948,-4.6398,-14.73,2.226,12.0,3.24,28.0,18.63,1.91,2882037.0,shrinking revenue,,227.2,,,,,,,,,,
PSN,Parsons Corp,Technology,Information Technology Services,31.0,13.22,-128.34,-0.53,3.9,4.95,5.19,-14.150000000000002,-10.65,0.7,-49.92,1.6,1400000.0,2.2,44.82,Jul 29/b,58.1,4790000000.0,HIGH,-8.62,-4.52,2.59,-3.33,0.1163,False,-5.01,False,-9.51,3.516,4.306,-2.4229,-28.06,0.912,16.0,-7.85,37.0,11.16,44.82,55633128.0,shrinking revenue,,29.6,,,,,,,,,,
PUMP,ProPetro Holding Corp,Energy,Oil & Gas Equipment & Services,,28.58,4.06,-6.24,-62.5,31.259999999999998,14.38,-28.95,-28.71,0.86,-43.35,1.82,3880000.0,2.2,10.48,Jul 29/b,16.38,1290000000.0,HIGH,-7.5,-0.19,2.4,-2.21,0.1985,False,-5.35,False,-9.68,5.314,2.653,-3.3247,-30.6,1.388,,,37.0,2.64,10.48,39165520.0,shrinking revenue,,56.3,,,,,,,,,,
PURR,Hyperliquid Strategies Inc,Financial,Capital Markets,21.69,28.76,43889.58,,0.0,66.03,13.71,51.83,140.85,,-0.35,1.0,16420000.000000002,3.51,14.09,Aug 27/b,22.3,3350000000.0,HIGH,33.18,18.9,2.02,38.47,0.2813,True,18.93,True,58.07,8.795,8.801,-7.1128,-2.63,1.57,1.0,9.82,16.0,21.89,14.09,342281784.0,>40% above 50-day SMA,,58.3,,,,,,,,,,
PVH,PVH Corp,Consumer Cyclical,Apparel Manufacturing,,5.87,-148.29,-3.2400000000000007,0.88,1.67,9.48,-4.83,14.610000000000001,1.76,-27.190000000000005,2.12,999090.0,1.21,73.35,Sep 02/a,87.45,3380000000.0,HIGH,-6.56,0.47,1.08,-1.27,0.149,False,-0.18,False,-6.82,3.736,2.168,-2.6665,-19.51,1.129,34.0,-15.36,11.0,1.47,73.35,81995659.0,shrinking revenue,,19.2,,,,,,,,,,
PYXS,Pyxis Oncology Inc,Healthcare,Biotechnology,,,-33.64,-100.0,-0.13,0.58,5.53,64.04,116.23000000000002,1.34,-40.0,1.2,1330000.0,0.42,3.33,Aug 13/b,8.44,277750000.0,HIGH,8.12,-2.92,0.61,13.41,0.2931,False,-1.28,True,8.39,9.713,3.303,-5.5881,-19.76,0.487,10.0,-6.59,26.0,10.63,3.33,3180094.0,shrinking revenue,,153.5,,,,,,,,,,
PZZA,Papa John's International Inc,Consumer Cyclical,Restaurants,24.83,14.66,-12.98,-8.84,0.0,7.51,18.71,-45.76,-41.31,1.12,-64.51,2.56,1310000.0,2.23,19.78,Aug 06/b,30.82,651190000.0,HIGH,-17.38,-9.35,2.11,-12.09,0.2549,False,-11.25,False,-24.47,4.33,3.033,-2.6567,-46.47,1.298,,,31.0,-19.72,19.78,30080848.0,shrinking revenue,,55.8,,,,,,,,,,
QMCO,Quantum Corp,Technology,Computer Hardware,,29.87,-277.09,25.69,-0.05,13.23,7.39,60.83,383.43,3.13,-9.75,1.0,1440000.0,1.3,25.09,Aug 10/a,26.5,988800000.0,HIGH,12.76,9.9,1.82,18.05,0.1694,True,6.58,True,40.27,7.314,4.026,-4.3639,-9.75,0.761,2.0,5.29,28.0,112.99,25.09,24385337.0,>40% above 50-day SMA,,5.6,,,,,,,,,,
QUCY,Quantum Cyber NV,Healthcare,Diagnostics & Research,,,97.59,-100.0,0.0,-17.76,8.87,-21.59,134.73,2.38,-72.01,1.0,2000000.0,0.15,1.38,Apr 14,9.0,116010000.0,HIGH,6.15,4.55,0.38,11.44,0.2755,False,-2.11,True,3.66,7.236,4.348,-5.109,-28.12,0.468,12.0,-6.76,,,1.38,1139433.0,shrinking revenue,,552.2,,,,,,,,,,
RAMP,LiveRamp Holdings Inc,Technology,Software - Infrastructure,15.56,9.56,143.93,9.84,0.0,0.49,10.4,-0.21,37.85,1.27,-1.49,3.0,1040000.0,2.5,37.66,Aug 05/a,38.5,2290000000.0,HIGH,0.21,0.03,2.2,5.5,0.0093,False,-0.16,False,-0.27,0.391,0.743,-0.2711,-1.49,1.481,3.0,0.13,31.0,-0.37,37.66,44535719.0,deal-pinned,,2.2,,,,,,,,,,
RBBN,Ribbon Communications Inc,Technology,Software - Application,21.03,11.03,-141.4,-12.8,0.0,-0.9199999999999999,3.27,-32.81,-21.82,1.38,-57.95,1.4,795170.0,2.1,1.72,Jul 28/a,3.3,307580000.0,HIGH,-15.27,-14.0,1.89,-9.98,0.2553,False,-11.36,False,-16.15,5.606,7.558,-3.3175,-29.51,2.01,,,37.0,-16.1,1.72,1655286.0,shrinking revenue,,91.9,,,,,,,,,,
RC,Ready Capital Corp,Real Estate,REIT - Mortgage,,,-79.69,-60.260000000000005,0.01,-2.08,13.2,-5.14,5.06,1.55,-62.36000000000001,3.29,1250000.0,4.25,1.66,Aug 06/a,1.8,274220000.0,HIGH,-11.7,1.84,4.49,-6.41,0.2553,False,-4.6,False,-0.34,4.389,6.024,-2.8468,-17.0,1.709,18.0,-12.17,30.0,7.1,1.66,2017895.0,shrinking revenue,,8.4,,,,,,,,,,
RCUS,Arcus Biosciences Inc,Healthcare,Biotechnology,,,,-74.38,-0.27,3.3099999999999996,15.39,3.83,12.53,0.94,-20.47,1.46,1420000.0,2.04,25.24,Aug 05/a,39.27,3210000000.0,HIGH,-16.81,4.86,1.83,-11.52,0.3621,False,-10.39,False,-11.06,5.125,2.853,-3.1327,-20.47,1.641,18.0,-16.2,31.0,-8.88,25.24,42751936.0,shrinking revenue,,55.6,,,,,,,,,,
REF,Reformation Inc,Consumer Cyclical,Apparel Retail,,,,,-9.4,43.36,13.21,,,,-15.24,1.33,639190.0,5.24,14.63,Sep 10/a,19.25,864340000.0,HIGH,1.04,0.83,5.35,6.33,0.2133,True,2.28,,,6.533,6.083,-4.33,,,,,6.0,11.25,14.63,9082613.0,incomplete signals,,31.6,,,,,,,,,,
RGP,Resources Connection Inc,Industrials,Consulting Services,,,78.98,-23.84,0.0,-7.44,2.94,-6.38,4.49,0.54,-28.58,2.5,517640.0,1.34,3.96,Jul 22/a,5.67,137420000.0,HIGH,-8.76,-6.38,2.21,-3.47,0.1548,False,-4.32,False,-6.86,4.69,2.02,-3.1722,-18.69,0.933,12.0,-4.35,41.0,5.32,3.96,1297283.0,shrinking revenue,,43.2,,,,,,,,,,
RHI,Robert Half Inc,Industrials,Staffing & Employment Services,32.53,18.96,-35.39,-2.44,0.0,-0.22,21.94,18.33,62.88,0.83,-19.96,3.25,2260000.0,1.29,37.38,Jul 23/a,34.78,3830000000.0,HIGH,-16.47,-3.49,1.38,-11.18,0.3231,False,-9.77,False,-8.11,4.252,3.13,-2.3818,-19.96,1.014,15.0,-16.88,40.0,5.92,37.38,87897224.0,shrinking revenue,,-7.0,,,,,,,,,,
RLAY,Relay Therapeutics Inc,Healthcare,Biotechnology,,,-0.44,-48.3,-12.18,23.4,25.38,18.64,88.4,1.72,-11.42,1.07,3190000.0,3.16,18.84,Aug 06/a,27.08,4130000000.0,HIGH,-3.09,-1.15,2.99,2.2,0.1047,False,-1.17,False,-2.46,3.887,3.822,-2.1584,-11.42,1.54,22.0,-8.59,30.0,-4.61,18.84,64101816.0,shrinking revenue,,43.7,,,,,,,,,,
RNST,Renasant Corp,Financial,Banks - Regional,12.17,10.34,8726.17,-0.63,-2.68,0.67,4.98,-2.57,17.16,1.02,-8.8,1.29,648520.0,2.93,40.62,Jul 28/a,47.86,3710000000.0,HIGH,-2.12,-0.9,3.08,3.17,0.0384,False,-0.63,False,-3.97,2.115,1.576,-0.9669,-8.8,1.52,33.0,-7.53,37.0,-7.32,40.62,25178324.0,shrinking revenue,,17.8,,,,,,,,,,
RPD,Rapid7 Inc,Technology,Software - Infrastructure,39.34,6.55,-30.64,-1.55,-0.03,10.91,11.25,77.86,89.7,1.02,-42.86,3.27,2450000.0,2.26,11.97,Aug 10/a,11.96,806790000.0,HIGH,1.01,-6.41,2.65,6.3,0.3349,True,0.72,True,3.83,7.608,8.104,-7.4789,-19.09,1.37,26.0,-2.44,28.0,3.1,11.97,25033767.0,shrinking revenue,,-0.1,,,,,,,,,,
RWAY,Runway Growth Finance Corp,Financial,Asset Management,61.94,4.99,42.77,-124.47,-6.65,-0.9399999999999998,10.41,20.11,-4.84,0.63,-37.45,2.38,570610.0,0.41,6.69,Aug 06/a,8.04,280380000.0,HIGH,0.75,-0.45,0.62,6.04,0.0357,True,1.23,True,7.53,1.968,1.196,-1.0613,-4.29,0.607,26.0,-1.33,30.0,11.87,6.69,2534617.0,shrinking revenue,,20.2,,,,,,,,,,
RXRX,Recursion Pharmaceuticals Inc,Healthcare,Biotechnology,,,40.28,-60.099999999999994,-0.88,3.49,37.21,18.58,13.65,1.05,-46.66,2.14,18810000.0,2.36,3.83,Aug 05/b,7.22,2049999999.9999998,HIGH,9.43,12.32,2.6,14.72,0.1982,True,12.67,True,17.52,5.537,8.616,-5.3398,-6.36,1.323,1.0,8.19,32.0,20.82,3.83,58931566.0,shrinking revenue,,88.5,,,,,,,,,,
SBET,Sharplink Inc,Financial,Capital Markets,,63.75,56.02,1553.26,-0.29,17.48,17.28,76.75,21.74,10.61,-52.14,1.0,9450000.0,1.72,9.35,Aug 10/b,15.67,2029999999.9999998,HIGH,18.2,2.19,1.72,23.49,0.1869,True,9.86,True,31.0,7.097,8.449,-5.7989,-1.48,1.131,1.0,13.2,29.0,51.29,9.35,80371367.0,fresh >10% breakout,,67.6,,,,,,,,,,
SDGR,Schrodinger Inc,Healthcare,Health Information Services,,,113.42000000000002,7.539999999999999,-0.76,-1.18,17.52,84.14,137.87,1.62,-4.57,1.57,1360000.0,3.86,29.02,Aug 05/a,21.43,2170000000.0,HIGH,47.23,39.86,2.89,52.52,0.5973,True,36.79,True,57.4,5.903,5.755,-7.3907,-4.57,3.339,4.0,39.86,31.0,76.95,29.02,44315580.0,>40% above 50-day SMA; >20% above 20-day SMA,,-26.2,,,,,,,,,,
SDOT,Sadot Group Inc,Consumer Defensive,Farm Products,,,435.47,-100.0,0.0,0.09,10.68,-30.53,-69.62,-1.54,-95.68,3.0,2880000.0,0.14,11.24,Aug 14/b,3000.0,16350000.000000002,HIGH,-14.72,-6.57,0.14,-9.43,0.7713,False,-19.09,False,-23.13,9.386,14.324,-22.8091,-89.4,0.069,19.0,-14.72,25.0,2.09,11.24,53204079.0,shrinking revenue,,26590.4,,,,,,,,,,
