date,horizon,signal,ic_magnitude
2026-07-02,5,composite,0.06930571213318325
2026-07-02,5,mom5,-0.043421186567016226
2026-07-02,5,mom60_skip5,-0.002524425082966136
2026-07-02,5,mom60_riskadj,-0.0010303584388769423
2026-07-02,5,vol_5_50,0.015554273809549348
2026-07-02,5,squeeze_own,-0.03973857385103465
2026-07-02,5,low_vol,0.15284119032923701
2026-07-02,5,near_high,0.07214160762449197
2026-07-02,5,vs_sma50,0.04500340729887549
2026-07-02,5,vs_sma20,-0.02637393688639621
2026-07-02,5,rule5,0.10164626966926069
2026-07-02,5,rule5_mom20,0.09335090413175844
2026-07-02,10,mom20,0.20966914832649558
2026-07-02,10,vol_ratio,0.05757869575751088
2026-07-02,10,squeeze,0.24894616780903528
2026-07-02,10,composite,0.2641207364603067
2026-07-02,10,mom5,0.0499671163965311
2026-07-02,10,mom60_skip5,-0.06687668317887593
2026-07-02,10,mom60_riskadj,-0.0445323204060814
2026-07-02,10,vol_5_50,0.13974213749149164
2026-07-02,10,squeeze_own,-0.060110699214940666
2026-07-02,10,low_vol,0.3685513244978016
2026-07-02,10,near_high,0.2768273288068963
2026-07-02,10,vs_sma50,0.1523234822782981
2026-07-02,10,vs_sma20,0.16108061848016564
2026-07-02,10,rule5,0.3091915277621701
2026-07-02,10,rule5_mom20,0.3089099524857684
2026-07-02,20,mom20,0.16833190843373672
2026-07-02,20,vol_ratio,0.0863651982489069
2026-07-02,20,squeeze,0.23502420753103412
2026-07-02,20,composite,0.23457904201401863
2026-07-02,20,mom5,0.04839926586323631
2026-07-02,20,mom60_skip5,-0.13309319047769694
2026-07-02,20,mom60_riskadj,-0.11153527049531443
2026-07-02,20,vol_5_50,0.15721130627956476
2026-07-02,20,squeeze_own,-0.05700256232019729
2026-07-02,20,low_vol,0.33753457716485213
2026-07-02,20,near_high,0.2134219779338615
2026-07-02,20,vs_sma50,0.09089172955686273
2026-07-02,20,vs_sma20,0.11796482902557939
2026-07-02,20,rule5,0.26216351191784504
2026-07-02,20,rule5_mom20,0.25794536806146956
2026-07-10,5,mom20,0.2186277710137658
2026-07-10,5,vol_ratio,0.06259367455675764
2026-07-10,5,squeeze,0.2717505033195706
2026-07-10,5,composite,0.27243118592174936
2026-07-10,5,mom5,0.21875563657010427
2026-07-10,5,mom60_skip5,-0.031345828742054264
2026-07-10,5,mom60_riskadj,0.000310426726917936
2026-07-10,5,vol_5_50,0.1314198591811299
2026-07-10,5,squeeze_own,-0.02637492606790942
2026-07-10,5,low_vol,0.344263479202258
2026-07-10,5,near_high,0.3426968198038561
2026-07-10,5,vs_sma50,0.2157860434550724
2026-07-10,5,vs_sma20,0.2973102643002169
2026-07-10,5,rule5,0.34463001365596757
2026-07-10,5,rule5_mom20,0.34178432179402984
2026-07-10,10,mom20,0.11573466469883024
2026-07-10,10,vol_ratio,0.10406890101505362
2026-07-10,10,squeeze,0.29526911108914256
2026-07-10,10,composite,0.23449506646124021
2026-07-10,10,mom5,0.24103535983430052
2026-07-10,10,mom60_skip5,-0.08464539277774834
2026-07-10,10,mom60_riskadj,-0.07341040330863072
2026-07-10,10,vol_5_50,0.1693342720347675
2026-07-10,10,squeeze_own,-0.026184541943794947
2026-07-10,10,low_vol,0.3445964579727372
2026-07-10,10,near_high,0.29715487450094397
2026-07-10,10,vs_sma50,0.13093211036779615
2026-07-10,10,vs_sma20,0.22369671259576193
2026-07-10,10,rule5,0.32329251740968007
